subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Unclassified languages,,,language group term,narrower term,Ngaduk / Ngarduk language,N40,NT SD53-01,language term
Unclassified languages,,,language group term,narrower term,Ngarnji / Ngewin language,N121,NT SD53-15,language term
Unclassified languages,,,language group term,narrower term,Ngomburr / Ngorbur language,N40.1,NT SD53-01,language term
Unclassified languages,,,language group term,narrower term,Umbugarla language group,,,language term
Unclassified languages,,,language group term,narrower term,Wadda / Wadaa / Wada language,N51,NT SD53-05,language term
Unclassified languages,,,language group term,narrower term,Wakabunga language,G15,Qld SE54-13,language term
Unclassified languages,,,language group term,narrower term,Widjilg / Widyilg language,N52,NT SD53-05,language term
Unclassified languages,,,language group term,narrower term,Wilingura language,N99,NT SD53-14,language term
Unclassified languages,,,language group term,narrower term,Wonganya language,G11,Qld SF54-06,language term
Unclassified languages,,,language group term,narrower term,Yugul language,N85,NT SD53-10,language term
Undanbi language,E28,Qld SG56-10,language term,use,Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term
Undanbi people,E28,Qld SG56-10,people term,use,Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term
Ungarinyin language,K18,WA SE 52-01,language term,use,Ngarinyin / Ungarinyin language,K18,WA SE 52-01,language term
Ungarinyin languages,,,language group term,use,Ngarinyin / Ungarinyin languages,,,language term
Ungarinyin people,K18,WA SE52-01,people term,use,Ngarinyin / Ungarinyin people,K18,WA SE52-01,people term
Ungawangadi language,Y28,Qld SD54-03,language term,use for,,Y28,,language code
Ungawangadi language,Y28,Qld SD54-03,language term,broader term,Ngkoth language,Y36,Qld SD54-07,language term
Ungawangadi people,Y28,Qld SD54-03,people term,use for,,Y28,,people code
Unggarrangu language,,WA SE51-03,language term,broader term,Worrorran languages,,,language term
Unggumi language,K14,WA SE 51-03,language term,use for,,K14,,language code
Unggumi language,K14,WA SE 51-03,language term,use for,Wunggumi language,K14,WA SE51-08,language term
Unggumi language,K14,WA SE 51-03,language term,broader term,Worrorran languages,,,language term
Unggumi people,K14,WA SE51-08,people term,use for,,K14,,people code
Unggumi people,K14,WA SE51-08,people term,use for,Wunggumi people,K14,WA SE51-08,people term
Unjadi language,Y13,Qld SC54-16,language term,use for,,Y13,,language code
Unjadi language,Y13,Qld SC54-16,language term,broader term,Wuthathi language,Y10,Qld SC54-16,language term
Unjadi people,Y13,Qld SC54-16,people term,use for,,Y13,,people code
Unjadi people,Y13,Qld SC54-16,people term,broader term,Angkamuthi / Anggamudi people,Y7,Qld SC54-12,people term
Uradhi languages,,,language group term,broader term,Northern Paman languages,,,language term
Uradhi languages,,,language group term,narrower term,Adyinuri / Idj-Inadjana language,Y17,Qld SD54-04,language term
Uradhi languages,,,language group term,narrower term,Angkamuthi / Anggamudi language,Y7,Qld SC54-12,language term
Uradhi languages,,,language group term,narrower term,Ngadhugudi language,Y16,Qld SD54-03,language term
Uradhi languages,,,language group term,narrower term,Ulwawadjana language,Y18,Qld SD54-08,language term
Uradhi languages,,,language group term,narrower term,Yadhaykenu language,Y8,Qld SC54-16,language term
Uradhi people,,Qld SD54-03,people term,broader term,Angkamuthi / Anggamudi people,Y7,Qld SC54-12,people term
Urningangg language,N66,NT SD53-05,language term,use for,,N66,,language code
Urningangg language,N66,NT SD53-05,language term,broader term,Mangerrian language family,,,language term
Urningangg people,N66,NT SD53-05,people term,use for,,N66,,people code
Urrirrk language,N47,NT SC53-13,language term,use,Amurdak / Umorrdak / Amarak language,N47,NT SC53-13,language term
Uutaalnganu language,,Qld SD54-04,language term,broader term,Umpila language,Y45,Qld SD54-08,language term
,W1,,language code,use,Bibbulman language,W1,WA SI50-10,language term
,W1,,people code,use,Bibbulman people,W1,WA SI50-10,people term
,W10,,language code,use,Balardung / Baladon language,W10,WA SH50-15,language term
,W10,,people code,use,Balardung / Baladon people,W10,WA SH50-15,people term
,W11,,language code,use,Yuat / Yuwat language,W11,WA SF50-10,language term
,W11,,people code,use,Yuat / Yuwat people,W11,WA SF50-10,people term
,W12,,language code,use,Amangu language,W12,WA SH50-01,language term
,W12,,people code,use,Amangu people,W12,WA SH50-01,people term
,W13,,language code,use,Watjanti language,W13,WA SG50-13,language term
,W13,,people code,use,Watjanti people,W13,WA SG50-13,people term
,W14,,language code,use,Nhanta / Nhanda language,W14,WA SG50-13,language term
,W14,,people code,use,Nhanta / Nhanda people,W14,WA SG50-13,people term
,W15,,language code,use,Daguda / Thaagurda language,W15,WA SG50-09,language term
,W15,,people code,use,Daguda / Thaagurda people,W15,WA SG50-09,people term
,W16,,language code,use,Damala language,W16,WA SG49-12,language term
,W16,,people code,use,Damala people,W16,WA SG49-12,people term
,W17,,language code,use,Buluguda language,W17,WA SG49-08,language term
,W17,,people code,use,Buluguda people,W17,WA SG49-08,people term
,W18,,language code,use,Malkana / Malgana language,W18,WA SG50-09,language term
,W18,,people code,use,Malkana / Malgana people,W18,WA SG50-09,people term
,W19,,people code,use,Yinggarda people,W19,WA SF50-13,people term
,W2,,language code,use,Minang language,W2,WA SI50-11,language term
,W2,,people code,use,Minang people,W2,WA SI50-11,people term
,W20,,language code,use,Maya language,W20,WA SG49-04,language term
,W20,,people code,use,Maya people,W20,WA SG49-04,people term
,W21,,language code,use,Tharrkari / Tharrgari language,W21,WA SF50-13,language term
,W21,,people code,use,Tharrkari / Tharrgari people,W21,WA SF50-13,people term
,W22,,language code,use,Warriyangka / Warriyangga language,W22,WA SG50-02,language term
,W22,,people code,use,Warriyangka / Warriyangga people,W22,WA SG50-02,people term
,W23,,language code,use,Payungu language,W23,WA SF50-13,language term
,W23,,people code,use,Payungu people,W23,WA SF50-13,people term
,W24,,language code,use,Purduna language,W24,WA SF50-13,language term
,W24,,people code,use,Purduna people,W24,WA SF50-13,people term
,W25,,language code,use,Thiin language,W25,WA SF50-13,language term
,W25,,people code,use,Thiin people,W25,WA SF50-13,people term
,W26,,language code,use,Thalanyji language,W26,WA SF50-09,language term
,W26,,people code,use,Thalanyji people,W26,WA SF50-09,people term
,W28,,language code,use,Jiwarli / Djiwarli language,W28,WA SE50-14,language term
,W28,,people code,use,Jiwarli / Djiwarli people,W28,WA SE50-14,people term
,W3,,language code,use,Jurruru / Djurruru language,W33,WA SF50-15,language term
,W3,,language code,use,Wardandi language,W3,WA SI50-06,language term
,W3,,people code,use,Wardandi people,W3,WA SI50-06,people term
,W30,,language code,use,Nhuwala language,W30,WA SF50-06,language term
,W30,,people code,use,Nhuwala people,W30,WA SF50-06,people term
,W31,,language code,use,Janari language,W31,WA SF50-11,language term
,W33,,people code,use,Jurruru / Djurruru people,W33,WA SF50-15,people term
,W34,,language code,use,Pinikura language,W34,WA SF50-10,language term
,W34,,people code,use,Pinikura people,W34,WA SF50-10,people term
,W35,,language code,use,Martuthunira language,W35,WA SF50-06,language term
,W35,,people code,use,Martuthunira people,W35,WA SF50-06,people term
,W36,,language code,use,Kurrama language,W36,WA SF50-11,language term
,W36,,people code,use,Kurrama people,W36,WA SF50-11,people term
,W37,,language code,use,Yindjibarndi language,W37,WA SF50-07,language term
,W37,,people code,use,Yindjibarndi people,W37,WA SF50-07,people term
,W38,,language code,use,Ngarluma language,W38,WA SF50-07,language term
,W38,,people code,use,Ngarluma people,W38,WA SF50-07,people term
,W39,,language code,use,Kariyarra language,W39,WA SF50-10,language term
,W39,,people code,use,Kariyarra people,W39,WA SF50-10,people term
,W4,,language code,use,Kaniyang language,W4,WA SI50-11,language term
,W4,,people code,use,Kaniyang people,W4,WA SI50-11,people term
,W40,,language code,use,Ngarla language,W40,WA SF50-04,language term
,W40,,people code,use,Ngarla people,W40,WA SF50-04,people term
,W41,,language code,use,Noongar / Nyungar / Nyungah languages,W41,WA SI50,language term
,W41,,people code,use,Noongar / Nyungar / Nyungah people,W41,WA SI50,people term
,W5,,language code,use,Goreng language,W5,WA SI50-12,language term
,W5,,people code,use,Goreng people,W5,WA SI50-12,people term
,W6,,language code,use,Pinjarup language,W6,WA SI50-02,language term
,W6,,people code,use,Pinjarup people,W6,WA SI50-02,people term
,W7,,language code,use,Wiilman language,W7,WA SI50-07,language term
,W7,,people code,use,Wiilman people,W7,WA SI50-07,people term
,W8,,language code,use,Wudjari language,W8,WA SI50-08,language term
,W8,,people code,use,Wudjari people,W8,WA SI50-08,people term
,W9,,language code,use,Wajuk language,W9,WA SI50-02,language term
,W9,,people code,use,Wajuk people,W9,WA SI50-02,people term
Waanyi language,G23,Qld SE54-09,language term,use for,,G23,,language code
Waanyi language,G23,Qld SE54-09,language term,broader term,Waanyi-Garawan language family,,,language term
Waanyi people,G23,Qld SE54-09,people term,use for,,G23,,people code
Waanyi-Garawan language family,,,language term,narrower term,Garrwa / Garrawa / Garawa language,N155,NT SE53-08,language term
Waanyi-Garawan language family,,,language term,narrower term,Waanyi language,G23,Qld SE54-09,language term
Wada language,N51,NT SD53-05,language term,use,Wadda / Wadaa / Wada language,N51,NT SD53-05,language term
Wada people,N51,NT SD53-05,people term,use,Wadda / Wadaa / Wada people,N51,NT SD53-05,people term
Wada wurrung / Wathaurong language,S29,Vic SJ54-12,language term,narrower term,Gurung language,S31,Vic SJ55-05,language term
Wada wurrung / Wathaurong people,S29,Vic SJ54-12,people term,narrower term,Gurung people,S31,Vic SJ55-05,people term
Wada wurrung language,S29,Vic SJ54-12,language term,use,Wathawurrung / Wada wurrung / Wathaurong language,S29,Vic SJ54-12,language term
Wada wurrung people,S29,Vic SJ54-12,people term,use,Wathawurrung / Wada wurrung / Wathaurong people,S29,Vic SJ54-12,people term
Wadaa language,N51,NT SD53-05,language term,use,Wadda / Wadaa / Wada language,N51,NT SD53-05,language term
Wadaa people,N51,NT SD53-05,people term,use,Wadda / Wadaa / Wada people,N51,NT SD53-05,people term
Wadda / Wadaa / Wada language,N51,NT SD53-05,language term,use for,,N51,,language code
Wadda / Wadaa / Wada language,N51,NT SD53-05,language term,use for,Wada language,N51,NT SD53-05,language term
Wadda / Wadaa / Wada language,N51,NT SD53-05,language term,use for,Wadaa language,N51,NT SD53-05,language term
Wadda / Wadaa / Wada language,N51,NT SD53-05,language term,broader term,Unclassified languages,,,language term
Wadda / Wadaa / Wada people,N51,NT SD53-05,people term,use for,,N51,,people code
Wadda / Wadaa / Wada people,N51,NT SD53-05,people term,use for,Wada people,N51,NT SD53-05,people term
Wadda / Wadaa / Wada people,N51,NT SD53-05,people term,use for,Wadaa people,N51,NT SD53-05,people term
Wadda / Wadaa / Wada people,N51,NT SD53-05,people term,broader term,Bugurnidja people,N42.1,NT SD53-05,people term
Wadere people,,NT SD53-15,people term,broader term,Yanyuwa / Yanuwa people,N153,NT SE53-04,people term
Wadhurung language,S29,Vic SJ54-12,language term,use,Wathawurrung / Wada wurrung / Wathaurong language,S29,Vic SJ54-12,language term
Wadhurung people,S29,Vic SJ54-12,people term,use,Wathawurrung / Wada wurrung / Wathaurong people,S29,Vic SJ54-12,people term
Wadi Wadi / Wathi Wathi language,D4,Vic SI54-16,language term,use for,,D4,,language code
Wadi Wadi / Wathi Wathi language,D4,Vic SI54-16,language term,use for,Wathi Wathi language,D4,Vic SI54-16,language term
Wadi Wadi / Wathi Wathi language,D4,Vic SI54-16,language term,broader term,Wemba Wemba language group,,,language term
Wadi Wadi / Wathi Wathi people,D4,Vic SI54-16,people term,use for,,D4,,people code
Wadi Wadi / Wathi Wathi people,D4,Vic SI54-16,people term,use for,Wathi Wathi people,D4,Vic SI54-16,people term
Wadi Wadi / Wudi Wudi language,S58,NSW SI56-09,language term,use for,,S58,,language code
Wadi Wadi / Wudi Wudi language,S58,NSW SI56-09,language term,use for,Wodi Wodi language,S58,NSW SI56-09,language term
Wadi Wadi / Wudi Wudi language,S58,NSW SI56-09,language term,use for,Wudi Wudi language,S58,NSW SI56-09,language term
Wadi Wadi / Wudi Wudi language,S58,NSW SI56-09,language term,broader term,Dharawal / Tharawal / Dariwal language,S59,NSW SI56-09,language term
Wadi Wadi / Wudi Wudi people,S58,NSW SI56-09,people term,use for,,S58,,people code
Wadi Wadi / Wudi Wudi people,S58,NSW SI56-09,people term,use for,Wodi Wodi people,S58,NSW SI56-09,people term
Wadi Wadi / Wudi Wudi people,S58,NSW SI56-09,people term,use for,Wudi Wudi people,S58,NSW SI56-09,people term
Wadigali language,L12,NSW SH54-07,language term,use for,,L12,,language code
Wadigali language,L12,NSW SH54-07,language term,broader term,Wangkumara language group,,,language term
Wadigali people,L12,NSW SH54-07,people term,use for,,L12,,people code
Wadiwangga language,A39.1,WA SG50-03,language term,use for,,A39.1,,language code
Wadiwangga language,A39.1,WA SG50-03,language term,broader term,Western Desert languages,,,language term
Wadiwangga people,A39.1,WA SG50-03,people term,use for,,A39.1,,people code
Wadiwangga people,A39.1,WA SG50-03,people term,broader term,Western Desert people,,,people term
Wadiwangga people,A39.1,WA SG50-03,people term,narrower term,Waljen people,A11,WA SH51-06,people term
Wadja / Wadjigu language,E39,Qld SG55-04,language term,use for,,E39,,language code
Wadja / Wadjigu language,E39,Qld SG55-04,language term,use for,Wadjigu language,E39,Qld SG55-04,language term
Wadja / Wadjigu language,E39,Qld SG55-04,language term,use for,Wadya language,E39,Qld SG55-04,language term
Wadja / Wadjigu language,E39,Qld SG55-04,language term,broader term,Maric language group,,,language term
Wadja / Wadjigu language,E39,Qld SG55-04,language term,narrower term,Wadyabangay language,L39,Qld SG55-02,language term
Wadja / Wadjigu people,E39,Qld SG55-04,people term,use for,,E39,,people code
Wadja / Wadjigu people,E39,Qld SG55-04,people term,use for,Wadjigu people,E39,Qld SG55-04,people term
Wadja / Wadjigu people,E39,Qld SG55-04,people term,use for,Wadya people,E39,Qld SG55-04,people term
Wadjabangaid language,L39,Qld SG55-02,language term,use,Wadyabangay language,L39,Qld SG55-02,language term
Wadjabangaid people,L39,Qld SG55-02,people term,use,Wadyabangay people,L39,Qld SG55-02,people term
Wadjigu language,E39,Qld SG55-04,language term,use,Wadja / Wadjigu language,E39,Qld SG55-04,language term
Wadjigu people,E39,Qld SG55-04,people term,use,Wadja / Wadjigu people,E39,Qld SG55-04,people term
Wadya language,E39,Qld SG55-04,language term,use,Wadja / Wadjigu language,E39,Qld SG55-04,language term
Wadya people,E39,Qld SG55-04,people term,use,Wadja / Wadjigu people,E39,Qld SG55-04,people term
Wadyabangay language,L39,Qld SG55-02,language term,use for,,L39,,language code
Wadyabangay language,L39,Qld SG55-02,language term,use for,Wadjabangaid language,L39,Qld SG55-02,language term
Wadyabangay language,L39,Qld SG55-02,language term,broader term,Wadja / Wadjigu language,E39,Qld SG55-04,language term
Wadyabangay people,L39,Qld SG55-02,people term,use for,,L39,,people code
Wadyabangay people,L39,Qld SG55-02,people term,use for,Wadjabangaid people,L39,Qld SG55-02,people term
Wadyalang language,D45,Qld SG55-05,language term,use for,,D45,,language code
Wadyalang language,D45,Qld SG55-05,language term,broader term,Maric language group,,,language term
Wadyalang people,D45,Qld SG55-05,people term,use for,,D45,,people code
Wadyiginy language,N31,NT SD52-03,language term,use for,,N31,,language code
Wadyiginy language,N31,NT SD52-03,language term,broader term,Kuwema / Northern Daly languages,,,language term
Wadyiginy people,N31,NT SD52-03,people term,use for,,N31,,people code
Wadyiginy people,N31,NT SD52-03,people term,narrower term,Batjamal / Wogait people,N6,NT SD52-07,people term
Waga Waga language,E28,Qld SG56-10,language term,use,Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term
Waga Waga people,E28,Qld SG56-10,people term,use,Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term
Wagaman / Wakamin language,Y108,Qld SE55-05,language term,use for,Wakamin language,Y108,Qld SE55-05,language term
Wagaman / Wakamin language,Y108,Qld SE55-05,language term,use for,,Y108,,language code
Wagaman / Wakamin language,Y108,Qld SE55-05,language term,broader term,Yalandjic language group,,,language term
Wagaman / Wakamin people,Y108,Qld SE55-05,people term,use for,Wakamin people,Y108,Qld SE55-05,people term
Wagaman / Wakamin people,Y108,Qld SE55-05,people term,use for,,Y108,,people code
Wagara (Gugu-) language,Y104,Qld SE55-01,language term,use,Gugu Wakura / Kuku Wagara language,Y104,Qld SE55-01,language term
Wagara (Gugu-) people,Y104,Qld SE55-01,people term,use,Gugu Wakura / Kuku Wagara people,Y104,Qld SE55-01,people term
Wageman language,N27,NT SD52-12,language term,use,Wagiman / Wageman language,N27,NT SD52-12,language term
Wageman people,N27,NT SD52-12,people term,use,Wagiman / Wageman people,N27,NT SD52-12,people term
Wagilak / Wawilak language,N106,NT SD53-07,language term,use for,,N106,,language code
Wagilak / Wawilak language,N106,NT SD53-07,language term,use for,Wawilak language,N106,NT SD53-07,language term
Wagilak / Wawilak language,N106,NT SD53-07,language term,broader term,Ritharrngu / Ridharrngu language group,N104,NT SD53-07,language term
Wagilak / Wawilak people,N106,NT SD53-07,people term,use for,Dhiyakuy people,N106,NT SD53-07,people term
Wagilak / Wawilak people,N106,NT SD53-07,people term,use for,,N106,,people code
Wagilak / Wawilak people,N106,NT SD53-07,people term,use for,Wawilak people,N106,NT SD53-07,people term
Wagilak / Wawilak people,N106,NT SD53-07,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Wagiman / Wageman language,N27,NT SD52-12,language term,use for,,N27,,language code
Wagiman / Wageman language,N27,NT SD52-12,language term,use for,Wageman language,N27,NT SD52-12,language term
Wagiman / Wageman language,N27,NT SD52-12,language term,broader term,Gunwinyguan language family,,,language term
Wagiman / Wageman people,N27,NT SD52-12,people term,use for,,N27,,people code
Wagiman / Wageman people,N27,NT SD52-12,people term,use for,Wageman people,N27,NT SD52-12,people term
Wahlabul people,E12,NSW SH56-02,people term,use,Bundjalung / Banjalang people,E12,NSW SH56-02,people term
Wahlubal language,E12,NSW SH56-02,language term,use,Bundjalung / Banjalang language,E12,NSW SH56-02,language term
Waiangara language,A63,WA SF52-02,language term,use,Waringari language,A63,WA SF52-02,language term
Waiangara people,A63,WA SF52-02,people term,use,Waringari people,A63,WA SF52-02,people term
Waidjinga language,L21,SA SG53-16,language term,use for,,L21,,language code
Waidjinga language,L21,SA SG53-16,language term,use for,Waydyinga language,L21,SA SG53-16,language term
Waidjinga language,L21,SA SG53-16,language term,broader term,Dieric language group,,,language term
Waidjinga people,L21,SA SG53-16,people term,use for,,L21,,people code
Waidjinga people,L21,SA SG53-16,people term,use for,Waydyinga people,L21,SA SG53-16,people term
Waigur people,Y145,,people term,use,Waygur / Waigur people,Y145,,people term
Wailbi / Wailpi language,L10,SA SH54-09,language term,use,Adnyamathanha language,L10,SA SH54-09,language term
Wailbi / Wailpi people,L10,SA SH54-09,people term,use,Adnyamathanha people,L10,SA SH54-09,people term
Wailwan / Weilwan language,D20,NSW SH55-11,language term,use for,,D20,,language code
Wailwan / Weilwan language,D20,NSW SH55-11,language term,use for,Wailywan language,D20,NSW SH55-11,language term
Wailwan / Weilwan language,D20,NSW SH55-11,language term,use for,Weilwan language,D20,NSW SH55-11,language term
Wailwan / Weilwan language,D20,NSW SH55-11,language term,broader term,Ngiyambaa / Ngemba language,D22,NSW AH55-10,language term
Wailwan / Weilwan people,D20,NSW SH55-11,people term,use for,,D20,,people code
Wailwan / Weilwan people,D20,NSW SH55-11,people term,use for,Wailywan people,D20,NSW SH55-11,people term
Wailwan / Weilwan people,D20,NSW SH55-11,people term,use for,Weilwan people,D20,NSW SH55-11,people term
Wailwan / Weilwan people,D20,NSW SH55-11,people term,RT,Ngiyampaa / Ngemba people,D22,NSW SH55-10,people term
Wailywan language,D20,NSW SH55-11,language term,use,Wailwan / Weilwan language,D20,NSW SH55-11,language term
Wailywan people,D20,NSW SH55-11,people term,use,Wailwan / Weilwan people,D20,NSW SH55-11,people term
Wajarri / Watjarri language,A39,"WA SG50-7, SG50-11",language term,use for,,A39,,language code
Wajarri / Watjarri language,A39,"WA SG50-7, SG50-11",language term,use for,Watjarri language,A39,"WA SG50-7, SG50-11",language term
Wajarri / Watjarri language,A39,"WA SG50-7, SG50-11",language term,broader term,Kardu languages,,,language term
Wajarri / Watjarri people,A39,"WA SG50-7, SG50-11",people term,use for,,A39,,people code
Wajarri / Watjarri people,A39,"WA SG50-7, SG50-11",people term,use for,Watjarri people,A39,"WA SG50-7, SG50-11",people term
Wajarri / Watjarri people,A39,"WA SG50-7, SG50-11",people term,narrower term,Mulyara people,A18,WA SG50-10,people term
Wajuk language,W9,WA SI50-02,language term,use for,,W9,,language code
Wajuk language,W9,WA SI50-02,language term,broader term,Noongar / Nyungar / Nyungah languages,W41,WA SI50,language term
Wajuk people,W9,WA SI50-02,people term,use for,,W9,,people code
Wajuk people,W9,WA SI50-02,people term,broader term,Noongar / Nyungar / Nyungah people,W41,WA SI50,people term
Wajuk people,W9,WA SI50-02,people term,narrower term,Ballarruk people,W9,WA SH50-14,people term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,use for,,E28,,language code
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,use for,Undanbi language,E28,Qld SG56-10,language term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,use for,Waga Waga language,E28,Qld SG56-10,language term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,use for,Wakka Wakka language,E28,Qld SG56-10,language term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,broader term,Waka-Kabic language group,,,language term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,narrower term,Dungidjau language,E20,Qld SG56-14,language term
Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term,narrower term,Wulli Wulli language,E28,Qld SG56-06,language term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,use for,,E28,,people code
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,use for,Undanbi people,E28,Qld SG56-10,people term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,use for,Waga Waga people,E28,Qld SG56-10,people term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,use for,Wakka Wakka people,E28,Qld SG56-10,people term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,use for,Wulli Wulli people,E28,Qld SG56-10,people term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,narrower term,Buyibara people,E24,Qld SG56-10,people term
Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term,narrower term,Dungidjau people,E20,Qld SG56-14,people term
Wakabunga language,G15,Qld SE54-13,language term,use for,,G15,,language code
Wakabunga language,G15,Qld SE54-13,language term,use for,Worgabunga language,G15,Qld SE54-13,language term
Wakabunga language,G15,Qld SE54-13,language term,broader term,Unclassified languages,,,language term
Wakabunga people,G15,Qld SE54-13,people term,use for,,G15,,people code
Wakabunga people,G15,Qld SE54-13,people term,use for,Worgabunga people,G15,Qld SE54-13,people term
Waka-Kabic language group,,,language term,broader term,Pama-Nyungan language family,,,language term
Waka-Kabic language group,,,language term,narrower term,Barunggam language,D40,Qld SG56-09,language term
Waka-Kabic language group,,,language term,narrower term,Bayali / Baiali language,E42,Qld SF56-13,language term
Waka-Kabic language group,,,language term,narrower term,Butchulla / Batjala / Badtjala language,E30,Qld SG56-06,language term
Waka-Kabic language group,,,language term,narrower term,Buyibara language,E24,Qld SG56-10,language term
Waka-Kabic language group,,,language term,narrower term,Dalla language,E25,Qld SG56-10,language term
Waka-Kabic language group,,,language term,narrower term,Darumbal language,E46,Qld SF56-13,language term
Waka-Kabic language group,,,language term,narrower term,Djagunda / Dyagunda language,E27,Qld SG56-09,language term
Waka-Kabic language group,,,language term,narrower term,Dulua / Duluwa language,E41,Qld SG56-01,language term
Waka-Kabic language group,,,language term,narrower term,Gooreng Gooreng / Gureng Gureng / Gurang Gurang language,E32,Qld SG56-05,language term
Waka-Kabic language group,,,language term,narrower term,Gubbi Gubbi / Kabi Kabi / Gabi Gabi language,E29,Qld SG56-06,language term
Waka-Kabic language group,,,language term,narrower term,Guwar language,E26,Qld SG56-15,language term
Waka-Kabic language group,,,language term,narrower term,Nguwera language,E22,Qld SG56-10,language term
Waka-Kabic language group,,,language term,narrower term,Taribelang language,E33,Qld SG56-02,language term
Waka-Kabic language group,,,language term,narrower term,Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term
Wakamin language,Y108,Qld SE55-05,language term,use,Wagaman / Wakamin language,Y108,Qld SE55-05,language term
Wakamin people,Y108,Qld SE55-05,people term,use,Wagaman / Wakamin people,Y108,Qld SE55-05,people term
Wakaya language,C16,NT SE53-15,language term,use for,,C16,,language code
Wakaya language,C16,NT SE53-15,language term,broader term,Warluwaric language family,,,language term
Wakaya people,C16,NT SE53-15,people term,use for,,C16,,people code
Wakirti Warlpiri language,C15.1,NT SF53-05,language term,use for,,C15.1,,language code
Wakirti Warlpiri language,C15.1,NT SF53-05,language term,use for,"Warlpiri language, Wakirti",C15.1,NT SF53-05,language term
Wakirti Warlpiri language,C15.1,NT SF53-05,language term,broader term,Warlpiri language,C15,NT SF52-04,language term
Wakirti Warlpiri people,C15.1,NT SF53-05,people term,use for,"Warlpiri people, Wakirti",C15.1,NT SF53-05,people term
Wakirti Warlpiri people,C15.1,NT SF53-05,people term,broader term,Warlpiri people,C15,NT SF52-04,people term
Wakka Wakka language,E28,Qld SG56-10,language term,use,Waka Waka / Wakka Wakka language,E28,Qld SG56-10,language term
Wakka Wakka people,E28,Qld SG56-10,people term,use,Waka Waka / Wakka Wakka people,E28,Qld SG56-10,people term
Wakura (Gugu-) language,Y104,Qld SE55-01,language term,use,Gugu Wakura / Kuku Wagara language,Y104,Qld SE55-01,language term
Wakura (Gugu-) people,Y104,Qld SE55-01,people term,use,Gugu Wakura / Kuku Wagara people,Y104,Qld SE55-01,people term
Waladyangari language,K24,WA SE52-05,language term,use,Walajangarri language,K24,WA SE 52-02,language term
Waladyangari people,K24,WA SE52-05,people term,use,Walajangarri people,K24,WA SE52-05,people term
Walajangarri language,K24,WA SE 52-02,language term,use for,,K24,,language code
Walajangarri language,K24,WA SE 52-02,language term,use for,Waladyangari language,K24,WA SE52-05,language term
Walajangarri language,K24,WA SE 52-02,language term,broader term,Ngarinyin / Ungarinyin languages,,,language term
Walajangarri people,K24,WA SE52-05,people term,use for,,K24,,people code
Walajangarri people,K24,WA SE52-05,people term,use for,Waladyangari people,K24,WA SE52-05,people term
Walajangarri people,K24,WA SE52-05,people term,broader term,Worla / Wulu people,K43,WA SE52-01,people term
Walajangarri people,K24,WA SE52-05,people term,narrower term,Walar clan,K45,WA SD52-09,people term
Walamangu language,N79,NT SD53-02,language term,use for,,N79,,language code
Walamangu language,N79,NT SD53-02,language term,broader term,Nhangu languages,,,language term
Walamangu people,N79,NT SD53-02,people term,use for,,N79,,people code
Walamangu people,N79,NT SD53-02,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Walandja (Gugu-) language,Y81,Qld SD55-13,language term,use,Kuku Walandja / Gugu Walandya language,Y81,Qld SD55-13,language term
Walandja (Gugu-) people,Y81,Qld SD55-13,people term,use,Kuku Walandja / Gugu Walandya people,Y81,Qld SD55-13,people term
Walangama language,G36,Qld SE54-07,language term,use for,,G36,,language code
Walangama language,G36,Qld SE54-07,language term,use for,Ogerliga language,G39,Qld SE54-07,language term
Walangama language,G36,Qld SE54-07,language term,broader term,Southern Paman languages,,,language term
Walangama people,G36,Qld SE54-07,people term,use for,,G36,,people code
Walangama people,G36,Qld SE54-07,people term,use for,Ogerliga people,G36,Qld SE54-07,people term
Walar clan,K45,WA SD52-09,people term,use for,,K45,,people code
Walar clan,K45,WA SD52-09,people term,broader term,Walajangarri people,K24,WA SE52-05,people term
Walar language,K45,WA SD52-09,language term,use for,,K45,,language code
Walar language,K45,WA SD52-09,language term,broader term,Wunambal languages,,,language term
Walbanga language,S54,NSW SI56-13,language term,use for,,S54,,language code
